campaign_id,date,client,secteur,service,canal,impressions,clics,ctr_pct,conversions,budget_mad,revenu_mad,cpc_mad,cpa_mad,roas,score_seo,position_google,engagement_pct,statut_campagne
MKT-00921,2026-01-08,Client_087,Education,App mobile,Google Ads,852565.0,20861.0,2.45,2187.0,4119.28,8773060.67,0.2,,2129.76,85.6,1.7,5.24,Optimisation
MKT-00922,2026-04-07,Client_041,Retail,App mobile,Influence,476123.0,21964.0,4.61,547.0,11441.13,1077035.78,0.52,20.92,94.14,60.3,28.9,4.56,Terminée
MKT-00923,2026-04-07,Client_022,Education,SEO,Google Ads,5384.0,98.0,1.84,5.0,2923.11,4341.09,29.83,584.62,1.49,88.3,5.6,6.04,Optimisation
MKT-00924,2026-01-20,Client_077,Finance,Landing page,Emailing,57197.0,1463.0,2.56,169.0,44907.58,601640.53,30.7,265.73,13.4,87.2,11.4,1.31,Pause
MKT-00925,2026-04-08,Client_072,Tourisme,SEO,TikTok Ads,433189.0,26932.0,6.22,791.0,10547.25,2161424.98,0.39,13.33,204.93,39.2,7.8,10.52,Active
MKT-00926,2026-04-10,Client_072,Restaurant,Content,Emailing,434395.0,20352.0,4.69,2685.0,27746.03,8359925.8,1.36,10.33,301.3,87.9,25.6,6.25,Active
MKT-00927,2026-03-31,Client_085,Restaurant,Content,Google Ads,883581.0,,8.15,9076.0,5393.01,18827456.48,0.07,0.59,3491.09,56.6,28.4,3.88,Optimisation
MKT-00928,2026-01-22,Client_069,Education,SEO,Google Ads,376966.0,30214.0,8.02,1917.0,28653.94,5415691.87,0.95,14.95,189.0,44.4,16.6,2.17,Optimisation
MKT-00929,2026-03-25,Client_054,Tourisme,Publicité,SEO,851034.0,38272.0,4.5,533.0,29716.26,1801356.39,0.78,55.75,60.62,51.1,3.1,1.78,Optimisation
MKT-00930,2026-05-09,Client_016,Education,Landing page,Influence,176867.0,12822.0,7.25,972.0,38578.23,4032504.06,3.01,39.69,104.53,82.4,25.4,9.56,Terminée
MKT-00931,2026-05-22,Client_066,Education,Landing page,LinkedIn Ads,509987.0,9487.0,1.86,250.0,9364.13,348290.22,0.99,37.46,37.19,44.5,28.2,9.53,Terminée
MKT-00932,2026-05-04,Client_065,Retail,Publicité,Google Ads,471015.0,8006.0,1.7,,33922.83,4013534.72,4.24,29.6,118.31,46.3,20.6,1.77,Optimisation
MKT-00933,2026-03-10,Client_032,Finance,Branding,Google Ads,530995.0,,5.51,3584.0,41249.49,14900451.1,1.41,11.51,361.23,48.7,13.7,1.02,Optimisation
MKT-00934,2026-05-03,Client_007,Tourisme,Landing page,TikTok Ads,129793.0,8349.0,6.43,1204.0,12252.38,4220925.37,1.47,10.18,344.5,76.5,2.6,5.41,Optimisation
MKT-00935,2026-02-09,Client_082,Restaurant,Landing page,TikTok Ads,197369.0,13265.0,6.72,1460.0,37857.06,1854908.42,2.85,25.93,49.0,50.7,10.3,3.21,Active
MKT-00936,2026-05-20,Client_075,Finance,Branding,SEO,570514.0,43464.0,7.62,1300.0,6289.85,3847777.15,0.14,4.84,611.74,55.0,2.3,2.5,Optimisation
MKT-00937,2026-03-07,Client_083,Immobilier,App mobile,SEO,224214.0,18296.0,8.16,1556.0,7337.05,3863536.26,0.4,4.72,526.58,39.8,24.3,3.96,Active
MKT-00938,2026-03-12,Client_013,Education,App mobile,Google Ads,240670.0,13542.0,5.63,141.0,38839.84,532670.41,2.87,275.46,13.71,70.6,4.8,5.04,Active
MKT-00939,2026-05-15,Client_081,Tourisme,Branding,Google Ads,329437.0,2543.0,0.77,100.0,38502.05,259679.49,15.14,385.02,6.74,60.7,7.7,0.52,Pause
MKT-00940,2026-01-30,Client_038,Education,Publicité,Emailing,767718.0,20114.0,2.62,798.0,9814.07,2008752.96,0.49,12.3,204.68,55.3,26.4,9.32,Active
MKT-00941,2026-02-20,Client_059,Tourisme,Landing page,TikTok Ads,264169.0,6872.0,2.6,837.0,42526.54,1358621.46,6.19,50.81,31.95,97.4,16.8,4.92,Active
MKT-00942,2026-03-15,Client_081,Santé,SEO,TikTok Ads,791687.0,60796.0,7.68,3452.0,28006.01,13168955.51,0.46,8.11,470.22,70.3,26.8,4.09,Pause
MKT-00943,2026-05-04,Client_050,Finance,SEO,Meta Ads,193568.0,1247.0,0.64,109.0,2676.12,400096.05,2.15,24.55,149.51,62.4,24.2,3.7,Optimisation
MKT-00944,2026-03-26,Client_027,Immobilier,Content,Emailing,86850.0,1032.0,1.19,79.0,23959.63,54664.79,23.22,303.29,2.28,80.0,4.2,8.44,Pause
MKT-00945,2026-06-26,Client_045,Immobilier,Content,LinkedIn Ads,175064.0,1549.0,0.89,234.0,44575.71,329651.94,28.78,190.49,7.4,86.9,7.1,6.38,Optimisation
MKT-00946,2026-04-21,Client_071,Education,Landing page,Google Ads,763746.0,20205.0,2.65,1611.0,28204.67,5988760.73,1.4,17.51,212.33,81.5,7.1,10.25,Terminée
MKT-00947,2026-01-22,Client_087,Finance,Content,Meta Ads,729408.0,23133.0,3.17,1497.0,18585.01,863584.29,0.8,12.41,46.47,73.6,14.6,10.79,Terminée
MKT-00948,2026-05-14,Client_059,Education,Landing page,LinkedIn Ads,727750.0,22779.0,3.13,368.0,1913.1,1368522.79,0.08,5.2,715.34,87.4,27.8,10.03,Terminée
MKT-00949,2026-05-12,Client_040,Immobilier,Content,SEO,659909.0,36847.0,5.58,,7667.55,2274221.72,0.21,1.38,296.6,84.0,9.6,2.47,Optimisation
MKT-00950,2026-01-14,Client_008,Santé,Publicité,Emailing,784028.0,55032.0,7.02,7920.0,3439.23,10428582.33,0.06,0.43,3032.25,42.8,22.0,7.77,Terminée
MKT-00951,2026-03-03,Client_049,Education,Branding,LinkedIn Ads,179867.0,5227.0,2.91,74.0,37680.06,222390.07,7.21,509.19,5.9,35.1,27.3,7.07,Terminée
MKT-00952,2026-01-18,Client_056,Tourisme,Landing page,LinkedIn Ads,332864.0,18505.0,5.56,1071.0,6428.77,3652277.32,0.35,6.0,568.11,39.1,10.0,10.06,Active
MKT-00953,2026-04-30,Client_078,Santé,Content,Influence,853795.0,47613.0,5.58,7314.0,5294.87,23166377.85,0.11,0.72,4375.25,93.9,28.6,4.06,Optimisation
MKT-00954,2026-01-12,Client_059,Education,Branding,Meta Ads,375214.0,6388.0,1.7,457.0,40572.51,1688620.49,6.35,88.78,41.62,78.4,29.2,5.48,Optimisation
MKT-00955,2026-03-13,Client_014,Restaurant,App mobile,Influence,430002.0,9993.0,2.32,311.0,32138.08,700930.74,3.22,103.34,21.81,67.0,20.4,7.3,Optimisation
MKT-00956,2026-05-08,Client_007,Finance,Landing page,TikTok Ads,503967.0,18259.0,3.62,277.0,7643.39,1155310.04,0.42,27.59,151.15,41.0,9.6,5.48,Terminée
MKT-00957,2026-02-28,Client_077,Finance,Publicité,TikTok Ads,146850.0,4968.0,3.38,524.0,32954.62,1955798.71,6.63,62.89,59.35,81.3,19.7,8.49,Optimisation
MKT-00958,2026-05-07,Client_050,Santé,SEO,Influence,774101.0,63786.0,8.24,1341.0,11329.17,2742656.03,0.18,8.45,242.09,87.4,28.8,1.45,Terminée
MKT-00959,2026-03-28,Client_075,Tourisme,Landing page,Google Ads,394235.0,31164.0,7.91,2352.0,6228.88,2911616.12,0.2,2.65,467.44,53.5,27.3,8.75,Optimisation
MKT-00960,2026-01-26,Client_082,Finance,App mobile,Emailing,70963.0,5871.0,8.27,793.0,6303.14,3108831.43,1.07,7.95,493.22,96.1,21.7,11.88,Terminée
MKT-00961,2026-06-28,Client_025,Restaurant,SEO,SEO,620107.0,9329.0,1.5,670.0,40601.2,1424936.66,4.35,60.6,35.1,59.4,21.2,2.87,Active
MKT-00962,2026-04-23,Client_045,Education,Publicité,LinkedIn Ads,418863.0,10822.0,2.58,1474.0,30789.37,4733878.67,2.85,20.89,153.75,53.4,14.1,0.76,Terminée
MKT-00963,2026-03-25,Client_011,Education,Landing page,Meta Ads,837014.0,28049.0,3.35,3939.0,40438.96,12546786.16,1.44,10.27,310.26,36.0,12.2,8.24,Active
MKT-00964,2026-03-16,Client_073,Education,SEO,SEO,,23140.0,2.98,1417.0,14079.41,5287028.11,0.61,9.94,375.51,54.0,22.3,5.18,Optimisation
MKT-00965,2026-01-11,Client_049,Santé,Content,Google Ads,189450.0,1162.0,0.61,183.0,5003.12,169396.48,4.31,27.34,33.86,88.2,3.8,8.31,Terminée
MKT-00966,2026-02-26,Client_011,Finance,Branding,TikTok Ads,633985.0,5488.0,0.87,470.0,24634.57,703491.05,4.49,52.41,28.56,71.9,22.4,11.84,Terminée
MKT-00967,2026-04-18,Client_065,Santé,SEO,SEO,439151.0,16179.0,3.68,163.0,44489.97,560345.8,2.75,272.94,12.59,89.1,4.4,10.61,Active
MKT-00968,2026-06-15,Client_019,Retail,Landing page,Influence,663824.0,37465.0,5.64,5561.0,20541.36,8196303.12,0.55,3.69,399.01,82.0,2.3,3.03,Active
MKT-00969,2026-02-16,Client_062,Santé,SEO,SEO,674296.0,11475.0,1.7,1345.0,17036.75,5343435.14,1.48,12.67,313.64,82.5,29.4,11.97,Optimisation
MKT-00970,2026-04-15,Client_073,Restaurant,SEO,Google Ads,669487.0,23297.0,3.48,1829.0,2564.2,4617375.67,0.11,1.4,1800.71,62.7,25.1,4.01,Terminée
MKT-00971,2026-03-19,Client_084,Santé,Publicité,SEO,461478.0,8481.0,1.84,726.0,34396.13,2732913.16,4.06,47.38,79.45,87.5,15.5,11.87,Terminée
MKT-00972,2026-01-06,Client_013,Santé,Landing page,Influence,489910.0,28634.0,5.84,2601.0,2188.53,8554113.12,0.08,0.84,3908.62,80.5,21.9,10.97,Active
MKT-00973,2026-04-12,Client_010,Santé,Publicité,Emailing,539216.0,5179.0,0.96,136.0,16126.21,160498.64,3.11,118.58,9.95,88.7,19.5,7.37,Active
MKT-00974,2026-03-03,Client_048,Tourisme,Content,SEO,721725.0,16740.0,2.32,1601.0,39915.08,2647094.52,2.38,24.93,66.32,51.6,4.7,5.64,Optimisation
MKT-00975,2026-02-28,Client_020,Tourisme,SEO,SEO,881581.0,28797.0,3.27,1675.0,34035.66,1172749.56,1.18,20.32,34.46,88.6,22.5,3.24,Pause
MKT-00976,2026-03-28,Client_029,Restaurant,SEO,Influence,29336.0,1654.0,5.64,32.0,37525.42,65864.96,22.69,1172.67,1.76,87.3,17.6,2.3,Active
MKT-00977,2026-05-11,Client_081,Immobilier,Content,SEO,647791.0,5729.0,0.88,622.0,38434.25,2565732.73,6.71,61.79,66.76,78.1,14.9,2.86,Optimisation
MKT-00978,2026-03-29,Client_060,Finance,Landing page,Google Ads,195033.0,15498.0,7.95,821.0,31216.8,1312108.98,2.01,38.02,42.03,62.0,28.3,5.4,Active
MKT-00979,2026-04-11,Client_013,Tourisme,App mobile,Google Ads,402329.0,31582.0,7.85,4456.0,8494.86,11266224.34,0.27,1.91,1326.24,50.1,24.8,6.73,Optimisation
MKT-00980,2026-05-25,Client_068,Finance,Content,TikTok Ads,673384.0,47244.0,7.02,5492.0,34649.57,23057978.16,0.73,6.31,665.46,96.6,15.3,3.01,Pause
MKT-00981,2026-04-10,Client_063,Retail,Content,TikTok Ads,545524.0,4442.0,0.81,520.0,27838.83,994245.0,6.27,53.54,35.71,77.9,6.8,11.61,Active
MKT-00982,2026-03-06,Client_071,Restaurant,Branding,Emailing,579192.0,45904.0,7.93,5896.0,43146.27,9117379.2,0.94,7.32,211.31,60.8,14.1,3.13,Terminée
MKT-00983,2026-06-15,Client_026,Santé,App mobile,LinkedIn Ads,108910.0,465.0,0.43,52.0,14864.74,123376.36,31.97,285.86,8.3,55.4,21.8,1.76,Pause
MKT-00984,2026-05-02,Client_024,Restaurant,Publicité,LinkedIn Ads,229547.0,18315.0,7.98,2714.0,38627.58,8127890.63,2.11,14.23,210.42,95.3,10.8,9.26,Terminée
MKT-00985,2026-06-01,Client_070,Finance,Content,SEO,533755.0,42113.0,7.89,3284.0,29061.66,8102396.03,0.69,8.85,278.8,41.1,9.1,4.69,Terminée
MKT-00986,2026-04-11,Client_007,Tourisme,Publicité,Meta Ads,673400.0,36656.0,5.44,5054.0,12629.7,15285524.08,0.34,2.5,1210.28,76.0,16.6,4.37,Optimisation
MKT-00987,2026-06-22,Client_044,Immobilier,Landing page,Influence,47873.0,1405.0,2.94,133.0,13608.62,394364.76,9.69,102.32,28.98,67.9,11.7,2.83,Terminée
MKT-00988,2026-03-16,Client_058,Tourisme,Publicité,Emailing,72678.0,3970.0,5.46,272.0,32612.52,84205.49,8.21,119.9,2.58,54.6,2.4,0.7,Terminée
MKT-00989,2026-03-28,Client_075,Education,Landing page,Google Ads,641370.0,31457.0,4.9,1204.0,4605.03,4346304.88,0.15,3.82,943.82,96.4,8.4,1.69,Active
MKT-00990,2026-06-01,Client_070,Immobilier,App mobile,Meta Ads,51587.0,1864.0,3.61,235.0,26015.38,898145.39,13.96,110.7,34.52,76.5,20.4,3.61,Terminée
MKT-00991,2026-01-28,Client_013,Immobilier,Publicité,SEO,800079.0,23344.0,2.92,2648.0,28510.27,1972113.05,1.22,10.77,69.17,90.0,1.6,1.58,Terminée
MKT-00992,2026-02-21,Client_013,Finance,Landing page,Google Ads,58027.0,1099.0,1.89,12.0,43587.48,40608.88,39.66,3632.29,0.93,45.3,11.2,2.95,Pause
MKT-00993,2026-02-05,Client_008,Education,Publicité,Google Ads,363781.0,11556.0,3.18,367.0,20873.6,190790.55,1.81,56.88,9.14,60.6,15.9,11.76,Terminée
MKT-00994,2026-03-24,Client_039,Immobilier,App mobile,LinkedIn Ads,3462.0,253.0,7.32,32.0,8819.69,39108.48,34.86,275.62,4.43,85.1,28.8,3.13,Pause
MKT-00995,2026-03-11,Client_035,Retail,App mobile,Emailing,149248.0,11621.0,7.79,1600.0,23544.77,1834350.23,2.03,14.72,77.91,42.1,18.7,11.46,Optimisation
MKT-00996,2026-03-06,Client_078,Retail,Landing page,SEO,623231.0,30393.0,4.88,4390.0,30258.44,1411100.68,1.0,6.89,46.63,95.9,15.4,4.82,Pause
MKT-00997,2026-01-14,Client_082,Education,Branding,Google Ads,714334.0,40067.0,5.61,6240.0,37848.59,22229887.52,0.94,6.07,587.34,46.0,16.8,11.13,Active
MKT-00998,2026-03-06,Client_045,Tourisme,Publicité,Meta Ads,896873.0,42465.0,4.73,5399.0,9327.71,7920042.29,0.22,1.73,849.09,53.0,8.6,2.14,Active
MKT-00999,2026-02-01,Client_076,Retail,App mobile,LinkedIn Ads,424440.0,15949.0,3.76,2005.0,5195.66,4850047.48,0.33,2.59,933.48,37.4,29.1,4.9,Optimisation
MKT-01000,2026-03-31,Client_062,Tourisme,App mobile,Meta Ads,141395.0,5070.0,3.59,240.0,42449.2,618487.94,8.37,176.87,14.57,55.7,29.9,10.24,Pause
MKT-01001,2026-04-15,Client_034,Restaurant,App mobile,Emailing,113027.0,3068.0,2.72,437.0,24274.18,1062591.27,7.91,55.55,43.77,68.9,17.9,9.8,Terminée
MKT-01002,2026-03-05,Client_018,Santé,SEO,TikTok Ads,383231.0,30759.0,8.03,1141.0,11755.86,4765278.42,0.38,10.3,405.35,40.1,17.3,5.38,Pause
MKT-01003,2026-06-23,Client_053,Restaurant,Branding,Google Ads,178089.0,8399.0,4.72,537.0,42281.36,994969.18,5.03,78.74,23.53,68.9,24.3,10.08,Active
MKT-01004,2026-06-28,Client_063,Tourisme,SEO,LinkedIn Ads,755904.0,17900.0,2.37,2247.0,36869.18,7278805.99,2.06,16.41,197.42,71.5,9.2,9.92,Pause
MKT-01005,2026-03-07,Client_071,Santé,Branding,Google Ads,186920.0,14058.0,7.52,2026.0,33646.46,4059941.6,2.39,16.61,120.66,85.3,2.8,2.81,Terminée
MKT-01006,2026-02-01,Client_011,Santé,Content,TikTok Ads,881726.0,70054.0,7.95,8227.0,25075.71,29802406.02,0.36,3.05,1188.5,65.1,4.6,8.28,Active
MKT-01007,2026-03-31,Client_055,Finance,App mobile,LinkedIn Ads,492203.0,19312.0,3.92,1223.0,31953.46,2631866.82,1.65,26.13,82.37,75.6,21.8,11.75,Terminée
MKT-01008,2026-04-30,Client_036,Retail,Branding,Influence,801237.0,8886.0,1.11,1029.0,41764.97,2509298.68,4.7,40.59,60.08,44.7,19.1,5.41,Pause
MKT-01009,2026-03-18,Client_076,Restaurant,App mobile,Google Ads,241983.0,14812.0,6.12,1861.0,17889.59,5063385.46,1.21,9.61,283.04,49.5,11.0,8.79,Active
MKT-01010,2026-01-18,Client_066,Santé,Landing page,LinkedIn Ads,656283.0,53806.0,8.2,7540.0,14415.79,8619805.95,0.27,1.91,597.94,68.2,1.9,10.63,Pause
MKT-01011,2026-02-05,Client_037,Restaurant,Branding,LinkedIn Ads,567167.0,34548.0,6.09,4941.0,10618.79,18379656.15,0.31,2.15,1730.86,64.5,25.4,5.66,Pause
MKT-01012,2026-01-31,Client_021,Immobilier,Content,SEO,522340.0,23888.0,4.57,1182.0,35022.77,1356898.21,1.47,29.63,38.74,38.6,28.7,9.12,Terminée
MKT-01013,2026-02-28,Client_028,Santé,Publicité,TikTok Ads,716450.0,34174.0,4.77,1808.0,34247.41,827904.46,1.0,18.94,24.17,56.2,20.8,10.27,Active
MKT-01014,2026-01-20,Client_017,Education,Publicité,Influence,38261.0,2682.0,7.01,29.0,33515.4,118690.16,12.5,1155.7,3.54,66.5,28.2,11.83,Pause
MKT-01015,2026-05-27,Client_044,Immobilier,SEO,Emailing,797796.0,30710.0,3.85,514.0,28661.05,938211.66,0.93,55.76,32.73,92.1,16.5,0.75,Optimisation
MKT-01016,2026-04-17,Client_078,Tourisme,SEO,Influence,354846.0,5700.0,1.61,186.0,36647.55,712319.21,6.43,197.03,19.44,89.2,9.7,10.51,Pause
MKT-01017,2026-02-27,Client_051,Tourisme,Landing page,LinkedIn Ads,893169.0,39136.0,4.38,5568.0,42365.81,22022978.89,1.08,7.61,519.83,39.5,27.1,10.88,Optimisation
MKT-01018,2026-03-12,Client_086,Restaurant,Publicité,SEO,642851.0,31446.0,4.89,2894.0,7671.59,9936902.02,0.24,2.65,1295.29,50.9,26.9,7.58,Pause
MKT-01019,2026-06-16,Client_012,Santé,Landing page,SEO,150678.0,8931.0,5.93,1034.0,39841.62,2990695.59,4.46,38.53,75.06,67.5,4.0,4.63,Active
MKT-01020,2026-03-30,Client_022,Restaurant,Landing page,TikTok Ads,26102.0,1045.0,4.01,23.0,13896.25,30463.72,13.3,604.18,2.19,80.2,29.7,8.87,Active
MKT-01021,2026-02-14,Client_069,Immobilier,Branding,TikTok Ads,115757.0,1442.0,1.25,52.0,12478.42,170058.57,8.65,239.97,13.63,92.8,21.0,2.82,Terminée
MKT-01022,2026-06-14,Client_046,Finance,Landing page,Influence,20510.0,1000.0,4.88,18.0,34490.15,19200.94,34.49,1916.12,0.56,81.2,23.3,5.33,Terminée
MKT-01023,2026-05-29,Client_015,Retail,Content,SEO,13829.0,1120.0,8.1,92.0,22216.94,363328.14,19.84,241.49,16.35,36.6,21.8,5.09,Pause
MKT-01024,2026-01-26,Client_048,Santé,SEO,Google Ads,371525.0,28629.0,7.71,3216.0,27334.07,13298529.67,0.95,8.5,486.52,85.7,14.3,1.41,Active
MKT-01025,2026-03-22,Client_069,Retail,Publicité,Emailing,774792.0,30872.0,3.98,1204.0,4111.4,3456357.26,0.13,3.41,840.68,60.4,11.2,7.75,Pause
MKT-01026,2026-03-02,Client_038,Immobilier,App mobile,Google Ads,638187.0,46039.0,7.21,813.0,14261.2,466305.93,0.31,17.54,32.7,42.9,4.6,4.95,Active
MKT-01027,2026-03-29,Client_057,Finance,Publicité,Emailing,97230.0,5863.0,6.03,289.0,40079.03,653463.1,6.84,138.68,16.3,62.6,5.8,3.29,Pause
MKT-01028,2026-05-20,Client_008,Immobilier,App mobile,Influence,685976.0,51111.0,7.45,4697.0,15696.34,18523107.21,0.31,3.34,1180.09,38.9,13.6,0.91,Optimisation
MKT-01029,2026-06-04,Client_028,Retail,App mobile,SEO,414110.0,6052.0,1.46,501.0,41623.46,1337456.32,6.88,83.08,32.13,92.6,29.6,1.39,Optimisation
MKT-01030,2026-04-17,Client_086,Tourisme,App mobile,Influence,864230.0,28683.0,3.32,4013.0,,10826487.28,0.97,6.95,388.23,50.5,9.9,3.05,Pause
MKT-01031,2026-06-05,Client_011,Tourisme,Landing page,SEO,876328.0,54343.0,6.2,8590.0,9635.99,24010288.63,0.18,1.12,2491.73,65.9,22.1,1.9,Terminée
MKT-01032,2026-05-06,Client_017,Finance,Publicité,SEO,9675.0,369.0,3.82,29.0,14991.45,57567.04,40.63,516.95,3.84,74.9,26.8,11.84,Optimisation
MKT-01033,2026-02-11,Client_035,Retail,Content,SEO,555774.0,42922.0,7.72,3947.0,12664.76,1916730.83,0.3,3.21,151.34,54.4,29.8,0.85,Optimisation
MKT-01034,2026-06-06,Client_005,Restaurant,Publicité,Influence,132248.0,9636.0,7.29,640.0,14259.07,785334.93,1.48,22.28,55.08,78.2,7.5,4.96,Terminée
MKT-01035,2026-02-19,Client_067,Tourisme,Content,SEO,56626.0,2072.0,3.66,176.0,8438.64,52716.35,4.07,47.95,6.25,68.0,4.7,9.57,Optimisation
MKT-01036,2026-06-09,Client_012,Retail,Content,SEO,625197.0,24159.0,3.86,3818.0,17554.07,7655544.42,0.73,4.6,436.11,47.0,13.8,2.91,Terminée
MKT-01037,2026-06-22,Client_056,Restaurant,App mobile,Google Ads,717965.0,10237.0,1.43,1383.0,29075.26,1168453.52,2.84,21.02,40.19,39.3,11.9,9.87,Terminée
MKT-01038,2026-05-24,Client_007,Tourisme,Landing page,Google Ads,452742.0,14278.0,3.15,1351.0,30911.71,3144025.22,2.16,22.88,101.71,54.1,9.9,1.78,Active
MKT-01039,2026-01-29,Client_051,Santé,Publicité,Influence,460319.0,15246.0,3.31,2083.0,19746.95,1693703.68,1.3,9.48,85.77,39.4,14.1,8.13,Active
MKT-01040,2026-05-02,Client_020,Restaurant,Publicité,Emailing,656170.0,5409.0,0.82,516.0,21062.44,1818081.52,3.89,40.82,86.32,47.5,17.5,6.15,Pause
MKT-01041,2026-04-23,Client_061,Finance,Publicité,LinkedIn Ads,380911.0,28959.0,7.6,3731.0,310.57,6483470.16,0.01,0.08,20876.31,58.5,21.9,0.56,Active
MKT-01042,2026-03-21,Client_055,Santé,Landing page,Influence,45841.0,1732.0,3.78,224.0,35358.65,485255.81,20.41,157.85,13.72,58.6,5.5,2.17,Pause
MKT-01043,2026-01-21,Client_077,Restaurant,SEO,Influence,255899.0,17336.0,6.77,2319.0,18323.02,9001916.26,1.06,7.9,491.29,81.9,18.1,3.71,Terminée
MKT-01044,2026-04-17,Client_034,Immobilier,SEO,TikTok Ads,626199.0,38298.0,6.12,778.0,2237.3,3147765.73,0.06,2.88,1406.95,83.1,3.6,10.58,Optimisation
MKT-01045,2026-03-15,Client_034,Retail,Landing page,Google Ads,65489.0,1744.0,2.66,260.0,34518.87,267744.29,19.79,132.76,7.76,59.8,22.5,8.02,Active
MKT-01046,2026-05-04,Client_037,Finance,Publicité,Google Ads,211705.0,4344.0,2.05,440.0,26751.15,317704.0,6.16,60.8,11.88,75.4,10.6,1.94,Optimisation
MKT-01047,2026-06-16,Client_052,Tourisme,Content,SEO,466643.0,34356.0,7.36,455.0,41526.73,1741144.37,1.21,91.27,41.93,86.6,11.1,11.81,Terminée
MKT-01048,2026-06-16,Client_022,Finance,Publicité,LinkedIn Ads,451039.0,10449.0,2.32,713.0,17918.83,414249.81,1.71,25.13,23.12,92.0,6.8,1.53,Active
MKT-01049,2026-02-09,Client_061,Education,Publicité,Meta Ads,690028.0,52977.0,7.68,8158.0,21490.36,17752890.66,0.41,2.63,826.09,40.6,20.7,3.38,Terminée
MKT-01050,2026-01-26,Client_001,Restaurant,Content,Google Ads,645938.0,11240.0,1.74,1288.0,41960.69,1637456.65,3.73,32.58,39.02,83.1,5.8,8.74,Active
MKT-01051,2026-06-01,Client_086,Immobilier,SEO,Google Ads,424253.0,20100.0,4.74,1169.0,23388.66,1727927.68,1.16,20.01,73.88,45.2,8.0,7.16,Pause
MKT-01052,2026-06-20,Client_037,Tourisme,Branding,TikTok Ads,660297.0,45096.0,6.83,887.0,33831.53,2022321.87,0.75,38.14,59.78,51.5,1.6,7.67,Terminée
MKT-01053,2026-04-19,Client_088,Finance,Publicité,Meta Ads,403337.0,30764.0,7.63,4184.0,32184.58,13137338.77,1.05,7.69,408.19,57.7,8.7,7.08,Active
MKT-01054,2026-05-04,Client_034,Tourisme,App mobile,Google Ads,590351.0,10487.0,1.78,749.0,18809.09,2484148.81,1.79,25.11,132.07,60.9,26.0,6.08,Terminée
MKT-01055,2026-06-24,Client_022,Retail,SEO,TikTok Ads,,21795.0,6.45,3145.0,4636.14,11890684.78,0.21,1.47,2564.78,82.6,8.8,7.84,Pause
MKT-01056,2026-03-18,Client_065,Retail,Branding,Emailing,128997.0,1403.0,1.09,124.0,,367000.71,20.67,233.85,12.66,36.1,4.9,11.73,Optimisation
MKT-01057,2026-03-24,Client_089,Education,App mobile,Emailing,666596.0,24699.0,3.71,2469.0,35575.04,4844845.39,1.44,14.41,136.19,68.1,6.1,2.06,Terminée
MKT-01058,2026-03-06,Client_012,Finance,Content,SEO,851001.0,18677.0,2.19,2606.0,7662.4,2266098.14,0.41,2.94,295.74,92.2,28.8,8.71,Pause
MKT-01059,2026-04-05,Client_066,Santé,Publicité,TikTok Ads,578723.0,34776.0,6.01,2020.0,40814.31,4011993.1,1.17,20.21,98.3,69.1,13.6,1.26,Pause
MKT-01060,2026-03-01,Client_032,Immobilier,Branding,TikTok Ads,222088.0,7720.0,3.48,973.0,34844.83,338187.67,4.51,35.81,9.71,49.1,17.6,8.32,Active
MKT-01061,2026-05-29,Client_042,Finance,Content,TikTok Ads,565601.0,34423.0,6.09,4489.0,35809.65,7113851.28,1.04,7.98,198.66,95.5,18.6,7.83,Optimisation
MKT-01062,2026-02-19,Client_083,Retail,SEO,Meta Ads,441567.0,22506.0,5.1,3307.0,26027.2,2150555.7,1.16,7.87,82.63,60.6,4.1,1.94,Optimisation
MKT-01063,2026-04-19,Client_003,Education,Publicité,TikTok Ads,859669.0,60463.0,7.03,3579.0,18763.22,9434076.98,0.31,5.24,502.8,96.2,17.2,11.3,Optimisation
MKT-01064,2026-01-19,Client_041,Education,Branding,Meta Ads,134131.0,8077.0,6.02,723.0,10296.3,2295628.11,,14.24,222.96,65.3,20.7,0.99,Terminée
MKT-01065,2026-05-12,Client_006,Finance,Landing page,Influence,663134.0,35454.0,5.35,3862.0,5755.71,12167185.8,0.16,1.49,2113.93,40.4,6.5,3.75,Active
MKT-01066,2026-01-13,Client_013,Santé,App mobile,SEO,5787.0,160.0,2.77,6.0,12148.95,2573.93,75.93,2024.83,0.21,57.4,29.5,0.83,Active
MKT-01067,2026-04-11,Client_068,Santé,Branding,Google Ads,486913.0,26140.0,5.37,1060.0,43506.4,1621344.13,1.66,41.04,37.27,62.2,7.0,2.9,Optimisation
MKT-01068,2026-06-12,Client_080,Education,Content,Meta Ads,465138.0,11231.0,2.41,905.0,23889.51,2166294.0,2.13,26.4,90.68,92.4,21.1,8.68,Pause
MKT-01069,2026-05-14,Client_051,Restaurant,Branding,TikTok Ads,815748.0,8188.0,1.0,257.0,17648.67,576911.87,2.16,68.67,32.69,50.6,4.3,9.51,Optimisation
MKT-01070,2026-01-07,Client_067,Finance,SEO,TikTok Ads,897326.0,56624.0,6.31,3450.0,2316.29,1783968.2,0.04,0.67,770.18,75.1,14.2,6.16,Optimisation
MKT-01071,2026-06-08,Client_008,Finance,Branding,Emailing,258681.0,17939.0,6.93,907.0,6197.8,2947654.17,0.35,6.83,475.6,58.2,17.3,2.11,Terminée
